iter	RMSE
269	4.022886868
270	4.022057935
271	4.020811977
272	4.0200762
273	4.018873006
274	4.017722639
275	4.017567856
276	4.017318912
277	4.017117995
278	4.016581988
279	4.016359885
280	4.015934219
281	4.015403535
282	4.014725507
283	4.014019171
284	4.013573542
285	4.012614933
286	4.01223887
287	4.011948927
288	4.011654172
289	4.011044875
290	4.010612686
291	4.010190963
292	4.009790072
293	4.009149675
294	4.00858212
295	4.008249462
296	4.008199367
297	4.00772945
298	4.007481449
299	4.007136567
300	4.006953884
301	4.006463093
302	4.005763487
303	4.005419201
304	4.004720957
305	4.004039696
306	4.00386015
307	4.003521205
308	4.003350923
309	4.003220572
310	4.002833354
311	4.002582138
312	4.00205888
313	4.001531839
314	4.00132846
315	4.001003041
316	4.000681221
317	4.000386852
318	4.000114245
319	3.999581995
320	3.999556089
321	3.999345907
322	3.999132205
323	3.998906137
324	3.99853735
325	3.998412852
326	3.997824393
327	3.997521125
328	3.997424112
329	3.99721152
330	3.996915383
331	3.996711002
332	3.99626511
333	3.996140856
334	3.996058644
335	3.995818849
336	3.995524993
337	3.995306903
338	3.995062523
339	3.994876276
340	3.994606665
341	3.994432963
342	3.99414594
343	3.993897021
344	3.993474464
345	3.993317514
346	3.993096544
347	3.992917992
348	3.99258489
349	3.992341782
350	3.992159216
351	3.992004726
352	3.991557412
353	3.991082765
354	3.990873589
355	3.990552819
356	3.99017797
357	3.99002328
358	3.98965839
359	3.989524674
360	3.989368254
361	3.989274368
362	3.988891518
363	3.98859529
364	3.988505985
365	3.98834714
366	3.987965946
367	3.98753788
368	3.987422426
369	3.987055506
370	3.986731101
371	3.986575068
372	3.986253912
373	3.98589206
374	3.985761421
375	3.98537869
376	3.984903679
377	3.984709743
378	3.984240334
379	3.984145658
380	3.984006394
381	3.983437986
382	3.983309922
383	3.983063523
384	3.982685995
385	3.982629164
386	3.982362856
387	3.982098801
388	3.981832181
389	3.981746708
390	3.981493134
391	3.981223843
392	3.981128828
393	3.981049379
394	3.980733602
395	3.980324291
396	3.979711857
397	3.979343837
398	3.978844336
399	3.97873054
400	3.9783636
401	3.978047422
402	3.977737037
403	3.977596803
404	3.977301165
405	3.97679522
406	3.976353121
407	3.976260613
408	3.976025879
409	3.975846003
410	3.975411944
411	3.975154337
412	3.974836108
413	3.974447723
414	3.974141238
415	3.973975024
416	3.973252069
417	3.972912585
418	3.972419753
419	3.97174489
420	3.971623293
421	3.971434523
422	3.971397206
423	3.971366841
424	3.971071603
425	3.970729392
426	3.970679462
427	3.970040591
428	3.96997676
429	3.969646054
430	3.96893753
431	3.96857151
432	3.968516645
433	3.968313775
434	3.968267134
435	3.967632556
436	3.967234371
437	3.966821906
438	3.966417194
439	3.966177171
440	3.966025832
441	3.966019413
442	3.965931175
443	3.965630622
444	3.964808051
445	3.963563172
446	3.963542283
447	3.962167313
448	3.96201695
449	3.961773275
450	3.961438638
451	3.961279594
452	3.954739873
453	3.948319491
454	3.947463869
455	3.947289664
456	3.946860704
457	3.946548484
458	3.929696047
459	3.929331366
460	3.924542151
461	3.91702205
462	3.901970356
463	3.901500096
464	3.900796529
465	3.900480444
466	3.893617742
467	3.893411344
468	3.893115304
469	3.89202352
470	3.891854078
471	3.891651843
472	3.891389422
473	3.891084752
474	3.890793478
475	3.890660389
476	3.884401819
477	3.878973057
478	3.873394367
479	3.872287673
480	3.867627621
481	3.865347199
482	3.860630665
483	3.860409225
484	3.836501189
485	3.832701979
486	3.832299806
487	3.83196492
488	3.831743595
489	3.823449058
490	3.821916956
491	3.816995441
492	3.810479832
493	3.808229512
494	3.803605703
495	3.799055924
496	3.796672118
497	3.791666418
498	3.786431832
499	3.782933243
500	3.778293045
501	3.776815573
502	3.775561275
503	3.773534617
504	3.773270331
505	3.76862484
506	3.768301921
507	3.768087151
508	3.765256259
509	3.761884582
510	3.761663872
511	3.761453517
512	3.75985656
513	3.756289623
514	3.753523654
515	3.751764974
516	3.751618695
517	3.751244226
518	3.751028593
519	3.742920299
520	3.741663811
521	3.738776097
522	3.734468078
523	3.734268777
524	3.732836411
525	3.73256824
526	3.731649858
527	3.731211776
528	3.730945006
529	3.727590138
530	3.726225552
531	3.725991123
532	3.724740654
533	3.723176978
534	3.721834744
535	3.720174926
536	3.714357096
537	3.714039234
538	3.711923174
539	3.710693448
540	3.710498309
541	3.709286821
542	3.709081497
543	3.708965273
544	3.707198206
545	3.705272316
546	3.701714289
547	3.699403252
548	3.69682388
549	3.695554371
550	3.690959994
551	3.690759394
552	3.688080508
553	3.680406036
554	3.678690801
555	3.676661268
556	3.673872325
557	3.672545546
558	3.67158123
559	3.667215226
560	3.665869796
561	3.66549479
562	3.665207348
563	3.664390413
564	3.663876163
565	3.663562073
566	3.6633483
567	3.663075429
568	3.66251838
569	3.660502419
570	3.65916747
571	3.657835624
572	3.651627373
573	3.651304859
574	3.649196248
575	3.646219718
576	3.645334817
577	3.645110408
578	3.644530795
579	3.644174355
580	3.643800656
581	3.642646869
582	3.638484687
583	3.636021304
584	3.635829671
585	3.634477768
586	3.633241509
587	3.63195129
588	3.631461666
589	3.630721157
590	3.630204683
591	3.628190384
592	3.626818843
593	3.625980718
594	3.625216077
595	3.62179214
596	3.620369387
597	3.619168143
598	3.616081353
599	3.615398128
600	3.615203194
601	3.615106737
602	3.612832636
603	3.610626386
604	3.609338715
605	3.608338888
606	3.607447105
607	3.595561215
608	3.592963891
609	3.590864542
610	3.590717046
611	3.589404244
612	3.587820192
613	3.58651881
614	3.586356686
615	3.586039436
616	3.584805476
617	3.579020754
618	3.578724319
619	3.578494358
620	3.576555095
621	3.576459654
622	3.576224538
623	3.573736728
624	3.572216679
625	3.570924301
626	3.570395954
627	3.570287458
628	3.569291204
629	3.569078455
630	3.568797115
631	3.568154365
632	3.567339785
633	3.566185632
634	3.565870412
635	3.565453686
636	3.563168806
637	3.556669201
638	3.554949051
639	3.554701641
640	3.554301445
641	3.553954907
642	3.553754308
643	3.553412886
644	3.552837892
645	3.55235816
646	3.549934156
647	3.549605025
648	3.549363184
649	3.548451867
650	3.547332838
651	3.545978092
652	3.545852235
653	3.545311327
654	3.545061513
655	3.544787094
656	3.544582572
657	3.544430719
658	3.544291588
659	3.543093773
660	3.542214483
661	3.541816669
662	3.541122138
663	3.54093369
664	3.540777504
665	3.540607324
666	3.538005954
667	3.53783607
668	3.537597096
669	3.537383454
670	3.537132276
671	3.53700755
672	3.533880731
673	3.533661242
674	3.533510742
675	3.533350267
676	3.533164503
677	3.532842093
678	3.532700427
679	3.532459875
680	3.53185828
681	3.531674591
682	3.531097687
683	3.530748937
684	3.530493613
685	3.530235834
686	3.525359575
687	3.525057118
688	3.524915312
689	3.524748554
690	3.524227863
691	3.52392643
692	3.523750313
693	3.523210155
694	3.521979389
695	3.520699258
696	3.520438262
697	3.520295629
698	3.520134567
699	3.519868178
700	3.519531447
701	3.518425349
702	3.513106657
703	3.511049595
704	3.510202031
705	3.509160373
706	3.508951675
707	3.508789318
708	3.508408658
709	3.508262396
710	3.507910641
711	3.507763898
712	3.507533166
713	3.507390574
714	3.507139192
715	3.507059809
716	3.503529509
717	3.503403748
718	3.50265068
719	3.50243685
720	3.502326145
721	3.501939441
722	3.501793523
723	3.501588756
724	3.501416421
725	3.501280442
726	3.495796934
727	3.495746241
728	3.495660551
729	3.495319439
730	3.49511314
731	3.495021047
732	3.494933274
733	3.494735182
734	3.494535274
735	3.494288074
736	3.493994169
737	3.493756393
738	3.493521378
739	3.493255152
740	3.492919274
741	3.492753666
742	3.492527905
743	3.492346846
744	3.491727332
745	3.491456347
746	3.491211837
747	3.491028159
748	3.490888586
749	3.490791717
750	3.490293465
751	3.490043459
752	3.48980085
753	3.489609054
754	3.489480251
755	3.489328482
756	3.489138928
757	3.488986188
758	3.488806449
759	3.488663157
760	3.488523882
761	3.488292396
762	3.488138368
763	3.488017201
764	3.487907679
765	3.487412455
766	3.487197126
767	3.487076462
768	3.486609277
769	3.486147688
770	3.486002895
771	3.48565712
772	3.485039107
773	3.484721854
774	3.484315779
775	3.484095399
776	3.483900552
777	3.483400111
778	3.483262368
779	3.482838133
780	3.482613669
781	3.482422231
782	3.482102438
783	3.481983779
784	3.481852727
785	3.481706269
786	3.481606962
787	3.481482848
788	3.481193108
789	3.480193224
790	3.480018182
791	3.479830447
792	3.479637806
793	3.478867623
794	3.478706632
795	3.478586524
796	3.478450798
797	3.478388788
798	3.478208146
799	3.47800313
800	3.477700916
801	3.477568963
802	3.475957928
803	3.475839353
804	3.475641717
805	3.475433064
806	3.47512212
807	3.474894618
808	3.474800231
809	3.474217988
810	3.473675204
811	3.473426795
812	3.473365407
813	3.473266265
814	3.472971765
815	3.471245637
816	3.463068307
817	3.46291288
818	3.462742241
819	3.460970493
820	3.460882751
821	3.460811321
822	3.460682026
823	3.460454342
824	3.460390773
825	3.460185481
826	3.459935043
827	3.459731238
828	3.459383828
829	3.459217825
830	3.459088903
831	3.45899362
832	3.45415337
833	3.453961231
834	3.453806789
835	3.453666979
836	3.453521483
837	3.453368182
838	3.452439696
839	3.451971731
840	3.451906009
841	3.451778415
842	3.451728333
843	3.450217346
844	3.4500574
845	3.449991125
846	3.44989281
847	3.449778072
848	3.449735467
849	3.449509751
850	3.449403425
851	3.449197535
852	3.449067241
853	3.448896116
854	3.448781738
855	3.448669986
856	3.446126612
857	3.445952971
858	3.445785483
859	3.445663808
860	3.445559173
861	3.445002919
862	3.444875129
863	3.44478594
864	3.444729748
865	3.444660951
866	3.444115867
867	3.444011999
868	3.443847722
869	3.443548082
870	3.44317315
871	3.442862131
872	3.442760517
873	3.44265116
874	3.442592916
875	3.441698232
876	3.441654577
877	3.441447831
878	3.440896063
879	3.440812065
880	3.440635963
881	3.440560467
882	3.44015623
883	3.439988361
884	3.439914673
885	3.439790789
886	3.439687497
887	3.439536366
888	3.439422546
889	3.43903347
890	3.438946365
891	3.438814245
892	3.438718155
893	3.438513542
894	3.438463315
895	3.438334728
896	3.438196454
897	3.438111594
898	3.438031727
899	3.437767972
900	3.437545441
901	3.437431752
902	3.437347886
903	3.437164672
904	3.436977582
905	3.436808949
906	3.436716688
907	3.43658777
908	3.436205172
909	3.436131046
910	3.435992914
911	3.435194938
912	3.435097825
913	3.434739011
914	3.434688265
915	3.434617221
916	3.434463366
917	3.434414598
918	3.434329183
919	3.434165881
920	3.434056421
921	3.433995561
922	3.433750599
923	3.433593292
924	3.433448841
925	3.433169989
926	3.433103284
927	3.432952917
928	3.432749409
929	3.431271943
930	3.430950495
931	3.430882265
932	3.430789152
933	3.413598395
934	3.413404215
935	3.413228432
936	3.413062753
937	3.412021989
938	3.411950489
939	3.411802119
940	3.411767533
941	3.41149025
942	3.411346799
943	3.410827207
944	3.410625395
945	3.410519127
946	3.409547646
947	3.409487347
948	3.409274286
949	3.408755972
950	3.408659553
951	3.408632469
952	3.408496943
953	3.408427655
954	3.408350644
955	3.408125197
956	3.408010659
957	3.407943251
958	3.407803456
959	3.407670425
960	3.407537773
961	3.407428645
962	3.407323312
963	3.40716472
964	3.406957994
965	3.405066677
966	3.404669971
967	3.404520958
968	3.404444602
969	3.403662495
970	3.403524602
971	3.403097884
972	3.403004767
973	3.402861682
974	3.402663467
975	3.400421186
976	3.40006975
977	3.399847546
978	3.399714448
979	3.399609092
980	3.399497617
981	3.399290796
982	3.398947231
983	3.398749181
984	3.398599816
985	3.39850795
986	3.398403786
987	3.398300411
988	3.398213941
989	3.398076251
990	3.397860398
991	3.397711252
992	3.3976664
993	3.397516676
994	3.39744995
995	3.397278327
996	3.397157847
997	3.397014912
998	3.396871357
999	3.396784396
